tstart 0.000000
tend 1.342000
errx 0.002503
erro 0.112584
shoulder_pitch 48.819137 56.180863
shoulder_roll 24.525624 135.474376
shoulder_yaw 90.795690 26.204310
elbow 6.673068 84.326932
wrist_prosup 101.410934 18.589066
wrist_pitch 47.942538 57.057462
wrist_yaw 44.999986 0.000014
hand_fingers 49.991116 10.008884
thumb_oppose 10.130814 79.869186
thumb_proximal 9.997184 80.002816
thumb_distal 9.999441 170.000559
index_proximal 10.070840 79.929160
index_distal 10.021318 169.978682
middle_proximal 10.072535 79.927465
middle_distal 10.023172 169.976828
pinky 10.071259 259.928741
torso_yaw 76.933944 23.066056
torso_roll 29.931832 30.068168
torso_pitch 27.054099 62.945901
