tstart 0.000000
tend 1.331000
errx 0.006982
erro 0.091466
shoulder_pitch 45.505740 59.494260
shoulder_roll 24.947935 135.052065
shoulder_yaw 90.161657 26.838343
elbow 0.061918 90.938200
wrist_prosup 105.327864 14.672136
wrist_pitch 37.959108 67.040892
wrist_yaw 44.999984 0.000016
hand_fingers 49.914020 10.096779
thumb_oppose 10.130336 79.869664
thumb_proximal 9.997151 80.002849
thumb_distal 9.982976 170.017024
index_proximal 10.070293 79.929707
index_distal 9.996390 170.003610
middle_proximal 10.071999 79.928001
middle_distal 10.022536 169.977464
pinky 10.059412 259.940588
torso_yaw 78.370146 21.629854
torso_roll 29.887448 30.112552
torso_pitch 37.379444 52.620556
