tstart 0.000000
tend 1.507000
errx 0.089373
erro 0.780689
shoulder_pitch 0.088347 104.993104
shoulder_roll 54.203892 105.796108
shoulder_yaw 51.568972 65.431028
elbow 26.843322 64.156678
wrist_prosup 110.586559 9.413441
wrist_pitch 62.074042 42.925958
wrist_yaw 24.404729 20.595271
hand_fingers 49.659296 10.351244
thumb_oppose 10.104172 79.895828
thumb_proximal 10.027175 79.972825
thumb_distal 10.007897 169.992103
index_proximal 10.050614 79.949386
index_distal 10.014960 169.985040
middle_proximal 10.046066 79.953934
middle_distal 10.014611 169.985389
pinky 10.036310 259.963690
torso_yaw 99.789301 0.210699
torso_roll 29.986913 30.013087
torso_pitch 69.069090 20.930910
