tstart 0.000000
tend 1.451000
errx 0.005823
erro 0.055642
shoulder_pitch 25.253751 79.746249
shoulder_roll 24.827217 135.172783
shoulder_yaw 87.438758 29.561242
elbow 0.221538 90.778462
wrist_prosup 119.965729 0.034271
wrist_pitch 46.077383 58.922617
wrist_yaw 44.999992 0.000012
hand_fingers 49.772077 10.260459
thumb_oppose 10.129402 79.870598
thumb_proximal 9.995057 80.004943
thumb_distal 9.997962 170.002038
index_proximal 10.070561 79.929439
index_distal 10.012946 169.987054
middle_proximal 10.072579 79.927421
middle_distal 10.015021 169.984979
pinky 10.082359 259.917641
torso_yaw 74.103555 25.896445
torso_roll 29.844354 30.155646
torso_pitch 50.587557 39.412443
